Thread ID: 18456180
Fiber ID: 52550820
Total: 5.681953
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.31      0.026     0.018     0.000     0.008    20000   Time#initialize 
  0.31      0.106     0.017     0.000     0.089     3000  *<Class::Rack::MockRequest>#env_for 
  0.30      0.017     0.017     0.000     0.000    52002   Kernel#class 
  0.29      0.036     0.017     0.000     0.019     2000   Array#reject! 
  0.28      0.016     0.016     0.000     0.000    31000   String#downcase 
  0.28      0.016     0.016     0.000     0.000     3000   <Class::ActiveRecord::Base>#logger 
  0.27      0.044     0.015     0.000     0.029     6000   ActionDispatch::Request#initialize 
  0.27      0.282     0.015     0.000     0.267    22000  *Mutex#synchronize 
  0.27      0.017     0.015     0.000     0.002    42000   String#== 
  0.26      0.015     0.015     0.000     0.000     7000   Hash#merge! 
  0.26      0.015     0.015     0.000     0.000     8000   Array#flatten 
  0.25      0.014     0.014     0.000     0.000    15002   Hash#initialize 
  0.25      0.014     0.014     0.000     0.000    55001   Kernel#respond_to_missing? 
  0.25      0.025     0.014     0.000     0.011     3000  *URI::Generic#to_s 
  0.25      0.019     0.014     0.000     0.005    51000   ActiveSupport::Notifications::Fanout::Subscribers::Evented#matches? 
  0.24      0.254     0.014     0.000     0.240     3000   ActiveSupport::Subscriber#finish 
  0.24      0.023     0.014     0.000     0.009    14000   Rabl::Helpers#data_object 
  0.24      0.108     0.013     0.000     0.095     9000   Kernel#tap 
  0.24      1.478     0.013     0.000     1.465     1000   Rabl::Engine#render 
  0.23      0.013     0.013     0.000     0.000     5002   Array#- 
  0.23      0.027     0.013     0.000     0.013     4000   Time#minus_without_duration 
  0.22      0.013     0.013     0.000     0.000     6000   MatchData#[] 
  0.22      0.012     0.012     0.000     0.000     9000   Array#join 
  0.21      0.078     0.012     0.000     0.066     5000   MonitorMixin#mon_synchronize 
  0.21      0.022     0.012     0.000     0.009    10000   Array#include? 
  0.21      0.082     0.012     0.000     0.070     1000   ActiveRecord::QueryMethods#build_arel 
  0.21      0.012     0.012     0.000     0.000    20000   Kernel#instance_variable_set 
  0.20      0.204     0.012     0.000     0.192     5000   URI::Parser#parse 
  0.20      0.037     0.011     0.000     0.026    13000   Object#present? 
  0.20      0.100     0.011     0.000     0.089     3000   Rabl::Helpers#is_collection? 
  0.20      0.114     0.011     0.000     0.103     3000   Logger#add 
  0.19      4.940     0.011     0.000     4.929     1000   Rack::MockSession#request 
  0.19      2.496     0.011     0.000     2.485     1000   RablController#_run__3659547231133546598__process_action__callbacks 
  0.19      0.031     0.011     0.000     0.020     1000   URI::Generic#merge_path 
  0.19      5.604     0.011     0.000     5.593     1000   ActiveSupport::Testing::Performance::Metrics::Base#profile 
  0.19      0.013     0.011     0.000     0.002     3000   Array#collect 
  0.19      0.223     0.011     0.000     0.212     1000   ActiveRecord::DynamicMatchers#respond_to? 
  0.19      0.044     0.011     0.000     0.033     1000   Rack::Utils#parse_query 
  0.19      0.017     0.011     0.000     0.006     5000   MonitorMixin#mon_enter 
  0.19      0.029     0.011     0.000     0.019     4000   ActionView::LookupContext::ViewPaths#normalize_name 
  0.18      0.194     0.010     0.000     0.184     1000   Rack::Test::Session#env_for 
  0.18      0.053     0.010     0.000     0.043     1000   Rack::Request#POST 
  0.18      0.018     0.010     0.000     0.008     5000   MonitorMixin#mon_exit 
  0.18      0.025     0.010     0.000     0.015     7000  *Rack::BodyProxy#respond_to? 
  0.17      0.013     0.010     0.000     0.003     5000   URI::Generic#set_userinfo 
  0.17      0.012     0.010     0.000     0.002     8000   Array#hash 
  0.17      0.098     0.010     0.000     0.089     3000  *ActionController::LogSubscriber#process_action 
  0.17      0.010     0.010     0.000     0.000    15001   Kernel#instance_variable_get 
  0.17      0.021     0.010     0.000     0.011     6000   ActionDispatch::Http::FilterParameters#initialize 
  0.17      3.965     0.010     0.000     3.955     1000   Rack::ETag#call 
  0.16      0.054     0.009     0.000     0.045     1000   Rack::Test::Cookie#valid? 
  0.16      0.028     0.009     0.000     0.019    21000  *Hash#[] 
  0.16      0.009     0.009     0.000     0.000     8000   Symbol#=~ 
  0.16      2.853     0.009     0.000     2.845     5000  *ActiveSupport::Notifications::Instrumenter#instrument 
  0.15      0.009     0.009     0.000     0.000    22000   Fixnum#+ 
  0.15      0.013     0.009     0.000     0.004     7000   URI::Generic#set_port 
  0.15      0.009     0.009     0.000     0.000    27000   Array#first 
  0.15      0.009     0.009     0.000     0.000    25000   Hash#key? 
  0.15      0.029     0.009     0.000     0.021     6000   ActionDispatch::Http::URL#initialize 
  0.15      0.152     0.009     0.000     0.144     1000   Rack::Response#initialize 
  0.15      0.011     0.009     0.000     0.003     6000   Array#== 
  0.15      0.012     0.008     0.000     0.004     2000   ActionDispatch::Http::MimeNegotiation#content_mime_type 
  0.15      0.127     0.008     0.000     0.118     1000   URI::Generic#merge 
  0.14      0.059     0.008     0.000     0.051     2000   Array#map! 
  0.14      0.047     0.008     0.000     0.039     4000   ActionView::Resolver::Cache#cache 
  0.14      0.934     0.008     0.000     0.926     1000   Rabl::Engine#collection 
  0.14      0.008     0.008     0.000     0.000     1000   <Module::OpenSSL::Random>#random_bytes 
  0.14      0.093     0.008     0.000     0.085     1000   ActionDispatch::Journey::GTG::Simulator#simulate 
  0.14      0.024     0.008     0.000     0.016    10000   <Class::ActionController::Base>#logger 
  0.14      0.245     0.008     0.000     0.237     1000   Rabl::Engine#cache_results 
  0.14      0.024     0.008     0.000     0.016     5000   ActiveSupport::HashWithIndifferentAccess#initialize 
  0.14      0.015     0.008     0.000     0.007     2000   Array#initialize 
  0.14      0.008     0.008     0.000     0.000     7000   StringScanner#scan 
  0.14      0.018     0.008     0.000     0.010     3000   ActiveSupport::Notifications::Event#initialize 
  0.13      0.520     0.008     0.000     0.513     6000   Kernel#Array 
  0.13      0.008     0.008     0.000     0.000     5000   String#gsub 
  0.13      0.166     0.007     0.000     0.159     4000   ActionDispatch::Http::Parameters#parameters 
  0.13      0.060     0.007     0.000     0.052     1000   Rack::Request#cookies 
  0.13      3.240     0.007     0.000     3.232     1000   ActionController::Instrumentation#process_action 
  0.13      0.028     0.007     0.000     0.021     3000   ActiveSupport::TaggedLogging::Formatter#call 
  0.13      0.040     0.007     0.000     0.033     7000   ActiveRecord::ConnectionAdapters::ConnectionHandler#retrieve_connection_pool 
  0.13      4.587     0.007     0.000     4.580     2000  *Rails::Engine#call 
  0.13      0.031     0.007     0.000     0.024     7000   ActiveSupport::HashWithIndifferentAccess#update 
  0.13      0.503     0.007     0.000     0.496     1000   ActiveRecord::Relation#exec_queries 
  0.13      0.007     0.007     0.000     0.000    24000   Kernel#block_given? 
  0.12      0.007     0.007     0.000     0.000    12000   ActiveSupport::Configurable::ClassMethods#config 
  0.12      0.043     0.007     0.000     0.036     1000   Arel::Visitors::ToSql#visit_Arel_Nodes_SelectCore 
  0.12      0.007     0.007     0.000     0.000    17000   Kernel#kind_of? 
  0.12      0.023     0.007     0.000     0.016     5000   ActiveSupport::HashWithIndifferentAccess#default 
  0.12      0.014     0.007     0.000     0.007     8000   URI::Generic#default_port 
  0.12      0.007     0.007     0.000     0.000    52000   Kernel#=== 
  0.12      4.365     0.007     0.000     4.358     1000   Rails::Rack::Logger#call_app 
  0.12      0.082     0.007     0.000     0.075     3000   Rabl::Helpers#is_object? 
  0.12      0.476     0.007     0.000     0.469     1000   ActiveRecord::Querying#find_by_sql 
  0.12      0.072     0.007     0.000     0.065     3000   ActiveSupport::Subscriber#start 
  0.12      3.563     0.007     0.000     3.556     9000  *Proc#call 
  0.12      0.035     0.007     0.000     0.029     8000   Enumerable#map 
  0.12      3.384     0.007     0.000     3.378     1000   AbstractController::Rendering#process 
  0.12      0.007     0.007     0.000     0.000     9000   ActiveSupport::SubscriberQueueRegistry#get_queue 
  0.11      0.010     0.006     0.000     0.004    10000   #<Class:0x0000000500e628>#logger 
  0.11      0.020     0.006     0.000     0.013     7000   ActiveRecord::ConnectionAdapters::ConnectionHandler#class_to_pool 
  0.11      0.037     0.006     0.000     0.031     6000   ActionDispatch::Journey::GTG::TransitionTable#move_regexp 
  0.11      0.062     0.006     0.000     0.056     4000   ActionView::LookupContext::ViewPaths#args_for_lookup 
  0.11      0.228     0.006     0.000     0.222     1000   Rabl::Engine#to_json 
  0.11      0.024     0.006     0.000     0.017     3000   ActionDispatch::Response#body= 
  0.11      2.148     0.006     0.000     2.142     1000   ActiveRecord::Railties::ControllerRuntime#cleanup_view_runtime 
  0.11      0.052     0.006     0.000     0.045    18000  *ActiveSupport::Subscriber#event_stack 
  0.11      0.056     0.006     0.000     0.050     4000   ActionView::Resolver#cached 
  0.11      0.063     0.006     0.000     0.056     6000   ActionDispatch::Journey::GTG::TransitionTable#move 
  0.11      0.068     0.006     0.000     0.061     8000  *AbstractController::ViewPaths#lookup_context 
  0.11      0.006     0.006     0.000     0.000    25000   Kernel#hash 
  0.11      0.064     0.006     0.000     0.057     1000   ActionController::LogSubscriber#start_processing 
  0.11      0.052     0.006     0.000     0.046     1000   ActionDispatch::FileHandler#match? 
  0.11      0.006     0.006     0.000     0.000    15000   Array#compact 
  0.11      0.011     0.006     0.000     0.005     7000   ActiveSupport::HashWithIndifferentAccess#convert_key 
  0.11      0.018     0.006     0.000     0.012     3000   Hash#each_pair 
  0.11      0.051     0.006     0.000     0.045     4000   Time#minus_with_coercion 
  0.11      0.039     0.006     0.000     0.033    21000  *<Class::ActiveRecord::Base>#connection_handler 
  0.11      0.016     0.006     0.000     0.010     1000   ActionDispatch::Response#assign_default_content_type_and_charset! 
  0.11      4.235     0.006     0.000     4.229     4000  *ActiveSupport::Callbacks#run_callbacks 
  0.11      0.008     0.006     0.000     0.002     5000   Rack::Request#path_info 
  0.11      0.011     0.006     0.000     0.005     4000   Rack::Utils::HeaderHash#[] 
  0.11      0.007     0.006     0.000     0.001     1000   ActionController::Metal#initialize 
  0.11      0.020     0.006     0.000     0.014     1000   Rack::Request#ip 
  0.11      0.011     0.006     0.000     0.005     6000   ActionDispatch::Http::Parameters#initialize 
  0.11      0.014     0.006     0.000     0.008     3000   ActiveSupport::InheritableOptions#initialize 
  0.11      0.030     0.006     0.000     0.024    10000   ActionController::LogSubscriber#logger 
  0.10      0.068     0.006     0.000     0.062     5000   ActiveRecord::ConnectionAdapters::ConnectionHandler#retrieve_connection 
  0.10      0.009     0.006     0.000     0.003     4000   ActionDispatch::Request#request_method 
  0.10      0.006     0.006     0.000     0.000    10044   Hash#delete 
  0.10      2.203     0.006     0.000     2.197     1000   ActionController::ImplicitRender#send_action 
  0.10      0.009     0.006     0.000     0.003     2000   <Module::URI>#decode_www_form_component 
  0.10      0.006     0.006     0.000     0.000     5000   Symbol#[] 
  0.10      0.008     0.006     0.000     0.002     1000   Enumerable#sort_by 
  0.10      0.006     0.006     0.000     0.000     7000   Rack::Request#initialize 
  0.10      0.221     0.006     0.000     0.215     6000   ActiveSupport::Notifications::Fanout#start 
  0.10      0.006     0.006     0.000     0.000     2000   Regexp#=~ 
  0.10      0.043     0.006     0.000     0.037     4000   <Class::ActiveRecord::LogSubscriber>#reset_runtime 
  0.10      0.007     0.006     0.000     0.001     3000   ActiveSupport::Logger::SimpleFormatter#call 
  0.10      1.891     0.006     0.000     1.886     1000   ActionView::TemplateRenderer#render 
  0.10      0.006     0.006     0.000     0.000    10000   String#upcase 
  0.10      0.019     0.006     0.000     0.013     1000   ActionController::TemplateAssertions#setup_subscriptions 
  0.10      0.005     0.005     0.000     0.000     8047   Hash#include? 
  0.10      0.010     0.005     0.000     0.005     1000   Arel::Nodes::SelectCore#initialize 
  0.10      0.010     0.005     0.000     0.005     6000   ActiveSupport::TaggedLogging::Formatter#current_tags 
  0.10      0.016     0.005     0.000     0.011     3000   Object#try 
  0.10      0.005     0.005     0.000     0.000     9000   Fixnum#to_default_s 
  0.10      0.047     0.005     0.000     0.042     1000   Rabl::Engine#request_format 
  0.10      0.009     0.005     0.000     0.003     6000   ActionDispatch::Response#[] 
  0.09      0.248     0.005     0.000     0.242     1000   ActionDispatch::Journey::Router#find_routes 
  0.09      0.073     0.005     0.000     0.068     1000   JSON#dump 
  0.09      0.100     0.005     0.000     0.095     5000   ActiveRecord::ConnectionHandling#retrieve_connection 
  0.09      0.082     0.005     0.000     0.077     1000   Rabl::Engine#format_json 
  0.09      0.327     0.005     0.000     0.321     6000   ActiveSupport::Notifications::Fanout#finish 
  0.09      0.005     0.005     0.000     0.000    12001   Symbol#to_proc 
  0.09      0.010     0.005     0.000     0.005    15000  *ActiveSupport::OrderedOptions#_get 
  0.09      2.071     0.005     0.000     2.066     1000   ActionController::Rendering#render 
  0.09      0.005     0.005     0.000     0.000     6000   String#force_encoding 
  0.09      0.330     0.005     0.000     0.325     2000   ActiveRecord::Delegation#respond_to? 
  0.09      0.173     0.005     0.000     0.168     5000   Hash#fetch 
  0.09      0.345     0.005     0.000     0.340     1000   ActiveRecord::ConnectionAdapters::QueryCache#cache_sql 
  0.09      0.005     0.005     0.000     0.000     4000   String#to_i 
  0.09      0.021     0.005     0.000     0.016     4000   ActiveSupport::Callbacks::ClassMethods#__define_callbacks 
  0.09      4.480     0.005     0.000     4.475     1000   Rack::Runtime#call 
  0.09      0.005     0.005     0.000     0.000    12000   Array#last 
  0.09      2.230     0.005     0.000     2.225     1000   ActionController::Rendering#process_action 
  0.09      0.331     0.005     0.000     0.327     6000   ActiveSupport::Notifications::Instrumenter#finish 
  0.09      0.030     0.005     0.000     0.025     1000   <Module::SecureRandom>#uuid 
  0.09      0.094     0.005     0.000     0.089     3000   ActiveSupport::LogSubscriber#start 
  0.09      0.226     0.005     0.000     0.221     6000   ActiveSupport::Notifications::Instrumenter#start 
  0.09      0.014     0.005     0.000     0.009     1000   <Module::SecureRandom>#random_bytes 
  0.09      0.287     0.005     0.000     0.282    11000   Mutex_m#mu_synchronize 
  0.09      0.005     0.005     0.000     0.000    11000   String#initialize_copy 
  0.09      0.007     0.005     0.000     0.002     6000   URI::Generic#set_scheme 
  0.09      0.077     0.005     0.000     0.072     2000   Rabl::Helpers#data_name 
  0.09      0.017     0.005     0.000     0.012     6000   ActionDispatch::Journey::GTG::TransitionTable#move_string 
  0.09      0.023     0.005     0.000     0.018     2000   ActionView::LookupContext#formats= 
  0.09      0.005     0.005     0.000     0.000    11000   Array#pop 
  0.08      0.007     0.005     0.000     0.002     2001   Hash#each_key 
  0.08      0.026     0.005     0.000     0.021     2000   ActionDispatch::Http::MimeNegotiation#formats 
  0.08      0.059     0.005     0.000     0.054     4000  *Arel::Visitors::Visitor#visit 
  0.08      0.005     0.005     0.000     0.000     8000   <Class::URI::Generic>#default_port 
  0.08      0.047     0.005     0.000     0.042     2000   ActionDispatch::Routing::UrlFor#initialize 
  0.08      0.133     0.005     0.000     0.129     1000   Rabl::Engine#to_hash 
  0.08      0.005     0.005     0.000     0.001     7000   Array#eql? 
  0.08      0.006     0.005     0.000     0.001     1000   <Class::ActionDispatch::Cookies::CookieJar>#options_for_env 
  0.08      0.005     0.005     0.000     0.000     4000   Rational#/ 
  0.08      0.005     0.005     0.000     0.000    13000   NilClass#nil? 
  0.08      0.029     0.005     0.000     0.024     6000   Kernel#!~ 
  0.08      0.042     0.005     0.000     0.037     2000   ActionDispatch::Http::Cache::Response#prepare_cache_control! 
  0.08      0.005     0.005     0.000     0.000     9002   Kernel#nil? 
  0.08      4.562     0.005     0.000     4.558     1000   ActionDispatch::Static#call 
  0.08      0.006     0.005     0.000     0.002     5000   Rack::Request#query_string 
  0.08      5.589     0.005     0.000     5.585     1000   JsonTestTest#test_rabl_sample1 
  0.08      1.793     0.005     0.000     1.788     1000   ActionView::TemplateRenderer#render_with_layout 
  0.08      0.005     0.005     0.000     0.000     2000   Regexp#match 
  0.08      0.035     0.005     0.000     0.030     4000   Time#minus_with_duration 
  0.08      4.607     0.005     0.000     4.602     1000   Rails::Application#call 
  0.08      0.076     0.005     0.000     0.071     4000   ActionView::PathSet#find_all 
  0.08      4.142     0.005     0.000     4.138     1000   ActiveRecord::QueryCache#call 
  0.08      0.005     0.005     0.000     0.000     4000   ActionDispatch::Request#check_method 
  0.08      0.070     0.004     0.000     0.065     1000   ActionView::TemplateRenderer#determine_template 
  0.08      0.097     0.004     0.000     0.093     1000   <Class::ActionDispatch::Cookies::CookieJar>#build 
  0.08      0.010     0.004     0.000     0.005     1000   ActiveSupport::MessageEncryptor#initialize 
  0.08      0.020     0.004     0.000     0.015     1000   Rack::ETag#digest_body 
  0.08      0.034     0.004     0.000     0.030     5000   ActiveRecord::ConnectionAdapters::ConnectionPool#connection 
  0.08      0.028     0.004     0.000     0.023     2000   Rack::Utils#parse_nested_query 
  0.08      0.009     0.004     0.000     0.005     5000   Object#presence 
  0.08      2.971     0.004     0.000     2.966     4000  *<Module::ActiveSupport::Notifications>#instrument 
  0.08      0.017     0.004     0.000     0.013     1000   ActionController::RackDelegation#response_body= 
  0.08      0.004     0.004     0.000     0.000     2000   Kernel#instance_variables 
  0.08      0.015     0.004     0.000     0.010     2000   ActionDispatch::Journey::Path::Pattern#match 
  0.08      0.045     0.004     0.000     0.041     1000   URI::Generic#merge0 
  0.08      4.088     0.004     0.000     4.084     1000   ActionDispatch::Cookies#call 
  0.08      0.281     0.004     0.000     0.277     4000   ActiveSupport::Notifications::Fanout::Subscribers::Evented#finish 
  0.08      0.004     0.004     0.000     0.000     7000   SQLite3::Statement#column_name 
  0.08      0.020     0.004     0.000     0.015     1000   Rabl::Engine#default_object 
  0.07      3.607     0.004     0.000     3.602     1000   ActionDispatch::Routing::RouteSet::Dispatcher#call 
  0.07      0.004     0.004     0.000     0.000     8000   Rabl::Helpers#context_scope 
  0.07      0.009     0.004     0.000     0.005     1000   ActionDispatch::Cookies::CookieJar#[]= 
  0.07      0.006     0.004     0.000     0.002     6000   URI::Generic#userinfo 
  0.07      0.037     0.004     0.000     0.033     2000   Rack::Utils::HeaderHash#initialize 
  0.07      0.006     0.004     0.000     0.002     5000   MonitorMixin#mon_check_owner 
  0.07      0.030     0.004     0.000     0.025     1000   Turbolinks::XDomainBlocker#abort_xdomain_redirect 
  0.07      0.004     0.004     0.000     0.000     1000   SQLite3::Statement#close 
  0.07      4.009     0.004     0.000     4.004     1000   Rack::ConditionalGet#call 
  0.07      0.039     0.004     0.000     0.035     1000   Kernel#loop 
  0.07      0.027     0.004     0.000     0.023     2000   ActionDispatch::Http::Parameters#normalize_encode_params 
  0.07      4.987     0.004     0.000     4.983     1000   Rack::Test::Session#process_request 
  0.07      0.009     0.004     0.000     0.004     1000   AbstractController::Rendering#_normalize_options 
  0.07      0.004     0.004     0.000     0.000     1000   Rack::Request#scheme 
  0.07      0.004     0.004     0.000     0.000    10000   Array#concat 
  0.07      0.004     0.004     0.000     0.000     3000   String#tr 
  0.07      0.012     0.004     0.000     0.008     4000  *ActiveRecord::Scoping::Default::ClassMethods#build_default_scope 
  0.07      0.067     0.004     0.000     0.063     1000   ApplicationController#_layout 
  0.07      0.005     0.004     0.000     0.001     2000   URI::Generic#normalize! 
  0.07      0.175     0.004     0.000     0.171     4000   ActionDispatch::Request::Session::Options#[] 
  0.07      0.270     0.004     0.000     0.266     3000   ActiveSupport::LogSubscriber#finish 
  0.07      0.026     0.004     0.000     0.022     1000   AbstractController::Layouts#_normalize_options 
  0.07      0.024     0.004     0.000     0.020     5000   ActiveRecord::ConnectionAdapters::ConnectionPool#current_connection_id 
  0.07      0.014     0.004     0.000     0.010     2000   AbstractController::ViewPaths#_prefixes 
  0.07      0.083     0.004     0.000     0.079     1000   Rabl::Engine#object 
  0.07      0.004     0.004     0.000     0.000     1000   String#sub! 
  0.07      0.010     0.004     0.000     0.006     6000   ThreadSafe::NonConcurrentCacheBackend#[]= 
  0.07      0.010     0.004     0.000     0.006     1000   Hash#hash 
  0.07      0.022     0.004     0.000     0.018     6000   ThreadSafe::MriCacheBackend#[]= 
  0.07      0.028     0.004     0.000     0.024     1000   ActionDispatch::Cookies::EncryptedCookieJar#initialize 
  0.07      0.191     0.004     0.000     0.187     4000   ActiveSupport::Notifications::Fanout#listening? 
  0.07      0.086     0.004     0.000     0.082     3000   ActionView::LookupContext::ViewPaths#find_all 
  0.07      4.034     0.004     0.000     4.031     1000   ActionDispatch::Flash#call 
  0.07      0.006     0.004     0.000     0.002     4000   Arel::Visitors::Visitor#dispatch 
  0.07      0.008     0.004     0.000     0.004     1000   ActiveRecord::QueryMethods#build_order 
  0.07      0.068     0.004     0.000     0.064     1000   Rails::Rack::Logger#started_request_message 
  0.07      0.009     0.004     0.000     0.006     2000   ActiveRecord::Relation#eager_loading? 
  0.07      0.011     0.004     0.000     0.008     2000   ActionView::LookupContext::Accessors#formats= 
  0.07      0.004     0.004     0.000     0.000     7001   Hash#keys 
  0.07      0.023     0.004     0.000     0.019     4000   ActionView::LookupContext::DetailsCache#details_key 
  0.07      0.179     0.004     0.000     0.175     4000   <Module::URI>#parse 
  0.07      0.010     0.004     0.000     0.006     2000  *<Class::ActionController::Metal>#action 
  0.07      0.014     0.004     0.000     0.010     1000   Rails::Application#build_original_fullpath 
  0.07      0.004     0.004     0.000     0.000     6000   URI::Generic#set_query 
  0.07      0.036     0.004     0.000     0.032     2000   ActionDispatch::Request#parse_query 
  0.07      0.035     0.004     0.000     0.032     1000   ActionDispatch::Journey::Router#get_routes_as_head 
  0.07      0.005     0.004     0.000     0.001     4000   ActiveSupport::Notifications::InstrumentationRegistry#instrumenter_for 
  0.07      0.012     0.004     0.000     0.008     4000  *ActiveSupport::CachingKeyGenerator#generate_key 
  0.07      0.101     0.004     0.000     0.097     1000   RablController#_layout 
  0.07      0.009     0.004     0.000     0.005     1000   Arel::Visitors::ToSql#visit_Arel_Attributes_Attribute 
  0.07      0.004     0.004     0.000     0.000     6000   URI::Generic#set_fragment 
  0.07      0.098     0.004     0.000     0.094     4000   ActiveSupport::Notifications::Fanout::Subscribers::Evented#start 
  0.06      0.004     0.004     0.000     0.000     1000   <Class::ActionView::Base>#default_formats 
  0.06      0.004     0.004     0.000     0.000     5000   Mutex#lock 
  0.06      0.004     0.004     0.000     0.000     6000   <Module::URI>#scheme_list 
  0.06      0.032     0.004     0.000     0.028     2000   ActionDispatch::Http::Upload#normalize_encode_params 
  0.06      0.039     0.004     0.000     0.036     1000   Rabl::Engine#copy_instance_variables_from 
  0.06      0.008     0.004     0.000     0.004     1000   Rabl::Helpers#template_cache_configured? 
  0.06      0.026     0.004     0.000     0.022    10000  *<Class::ActiveRecord::LogSubscriber>#runtime 
  0.06      2.090     0.004     0.000     2.086     1000   Benchmark#realtime 
  0.06      0.004     0.004     0.000     0.000    12000   BasicObject#initialize 
  0.06      5.680     0.004     0.000     5.676     2000  *ActiveSupport::Testing::Performance#run_test 
  0.06      0.085     0.004     0.000     0.081     1000   Rabl::Helpers#determine_object_root 
  0.06      0.004     0.004     0.000     0.000     1000   <Class::File>#join 
  0.06      0.004     0.004     0.000     0.000     3000   Kernel#instance_variable_defined? 
  0.06      0.060     0.004     0.000     0.056     4000   ActionView::Resolver#find_all 
  0.06      0.044     0.004     0.000     0.041     1000   ActionView::LookupContext#initialize 
  0.06      0.012     0.004     0.000     0.009     2000   MonitorMixin#initialize 
  0.06      4.381     0.004     0.000     4.378     1000   ActiveSupport::TaggedLogging::Formatter#tagged 
  0.06      0.008     0.004     0.000     0.004     2000   MonitorMixin#mon_initialize 
  0.06      0.021     0.004     0.000     0.018    10000  *<Class::ActiveRecord::LogSubscriber>#runtime= 
  0.06      0.009     0.004     0.000     0.005     2000   Rack::Request#path 
  0.06      0.004     0.004     0.000     0.000     5000   Hash#update 
  0.06      0.004     0.004     0.000     0.000     3000   Rack::Utils::KeySpaceConstrainedParams#initialize 
  0.06      0.011     0.004     0.000     0.008     4000   ActiveSupport::HashWithIndifferentAccess#key? 
  0.06      0.004     0.004     0.000     0.000     9001   Array#uniq 
  0.06      0.018     0.003     0.000     0.014     1000   ActionDispatch::Http::Headers#env_name 
  0.06      0.034     0.003     0.000     0.030     1000   ActionView::Base#initialize 
  0.06      3.302     0.003     0.000     3.299     1000   AbstractController::Base#process 
