Thread ID: 18456180
Fiber ID: 52550820
Total: 4.894516
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.14      3.843     0.007     0.000     3.836     2000  *Rails::Engine#call 
  0.14      0.044     0.007     0.000     0.037    24000  *<Class::ActiveRecord::Base>#connection_handler 
  0.14      0.714     0.007     0.000     0.707     1000   ActiveRecord::Relation#exec_queries 
  0.14      0.107     0.007     0.000     0.100     6000   ActiveRecord::ConnectionAdapters::ConnectionHandler#retrieve_connection 
  0.14      2.732     0.007     0.000     2.726     5000   Proc#call 
  0.14      0.098     0.007     0.000     0.092     3000   ActiveSupport::Subscriber#start 
  0.13      0.009     0.007     0.000     0.002     4000   Array#== 
  0.13      0.007     0.007     0.000     0.000     9000   ActiveSupport::SubscriberQueueRegistry#get_queue 
  0.13      3.122     0.007     0.000     3.116     1000   Rack::ETag#call 
  0.13      3.476     0.007     0.000     3.469     4000  *ActiveSupport::Callbacks#run_callbacks 
  0.13      3.626     0.006     0.000     3.620     1000   Rails::Rack::Logger#call_app 
  0.13      0.063     0.006     0.000     0.056     1000   ActionController::LogSubscriber#start_processing 
  0.13      0.010     0.006     0.000     0.004    10000   #<Class:0x0000000500e628>#logger 
  0.13      0.006     0.006     0.000     0.000    16000   Fixnum#+ 
  0.13      0.006     0.006     0.000     0.000    22000   Kernel#block_given? 
  0.13      0.034     0.006     0.000     0.028     8000   Enumerable#map 
  0.13      0.036     0.006     0.000     0.029     6000   ActionDispatch::Journey::GTG::TransitionTable#move_regexp 
  0.13      0.006     0.006     0.000     0.000    15000   Array#compact 
  0.13      0.007     0.006     0.000     0.000    11000   Hash#delete 
  0.13      0.006     0.006     0.000     0.000    11000   ActiveSupport::Configurable::ClassMethods#config 
  0.13      0.006     0.006     0.000     0.000    10000   Fixnum#to_default_s 
  0.13      0.008     0.006     0.000     0.002     5000   Rack::Request#path_info 
  0.13      0.019     0.006     0.000     0.012     4000   ActiveSupport::HashWithIndifferentAccess#initialize 
  0.13      0.018     0.006     0.000     0.012     3000   Hash#each_pair 
  0.12      2.487     0.006     0.000     2.481     1000   AbstractController::Rendering#process 
  0.12      0.061     0.006     0.000     0.054     6000   ActionDispatch::Journey::GTG::TransitionTable#move 
  0.12      0.023     0.006     0.000     0.017     3000   ActionDispatch::Response#body= 
  0.12      0.159     0.006     0.000     0.153     3000   ActionDispatch::Http::Parameters#parameters 
  0.12      0.079     0.006     0.000     0.073    18000  *ActiveSupport::Subscriber#event_stack 
  0.12      0.011     0.006     0.000     0.005     4000   Rack::Utils::HeaderHash#[] 
  0.12      0.053     0.006     0.000     0.047     1000   ActionDispatch::FileHandler#match? 
  0.12      0.028     0.006     0.000     0.022     6000   ActiveSupport::HashWithIndifferentAccess#update 
  0.12      0.089     0.006     0.000     0.083     2000  *<Class::ActiveModel::Serializer>#build_json 
  0.12      0.006     0.006     0.000     0.000     1000   ActionController::Metal#initialize 
  0.12      0.145     0.006     0.000     0.139     6000   ActiveRecord::ConnectionHandling#retrieve_connection 
  0.12      0.015     0.006     0.000     0.009     1000   ActionDispatch::Response#assign_default_content_type_and_charset! 
  0.12      0.009     0.006     0.000     0.003     4000   ActionDispatch::Request#request_method 
  0.12      0.049     0.006     0.000     0.044     4000   Time#minus_with_coercion 
  0.12      0.464     0.006     0.000     0.458     1000   ActiveRecord::Railties::ControllerRuntime#cleanup_view_runtime 
  0.12      0.006     0.006     0.000     0.000    13000   String#initialize_copy 
  0.12      0.008     0.006     0.000     0.003     2000   <Module::URI>#decode_www_form_component 
  0.12      0.010     0.006     0.000     0.004     6000   ActionDispatch::Http::Parameters#initialize 
  0.12      0.006     0.006     0.000     0.000    15000   Hash#key? 
  0.12      0.006     0.006     0.000     0.000    17000   Array#first 
  0.11      0.006     0.006     0.000     0.000    10000   String#upcase 
  0.11      0.007     0.006     0.000     0.001     3000   ActiveSupport::Logger::SimpleFormatter#call 
  0.11      0.006     0.006     0.000     0.000    52000   Kernel#=== 
  0.11      0.006     0.006     0.000     0.000     2000   Regexp#=~ 
  0.11      0.030     0.006     0.000     0.024    10000   ActionController::LogSubscriber#logger 
  0.11      0.006     0.006     0.000     0.000     9000   Hash#include? 
  0.11      0.005     0.005     0.000     0.000    14000   Kernel#kind_of? 
  0.11      0.017     0.005     0.000     0.012     1000   ActionController::RackDelegation#response_body= 
  0.11      0.041     0.005     0.000     0.035     4000   <Class::ActiveRecord::LogSubscriber>#reset_runtime 
  0.11      0.085     0.005     0.000     0.079     1000   Arel::Visitors::ToSql#visit_Arel_Nodes_SelectStatement 
  0.11      0.020     0.005     0.000     0.015     4000   ActiveSupport::Callbacks::ClassMethods#__define_callbacks 
  0.11      0.020     0.005     0.000     0.015     1000   ActionController::TemplateAssertions#setup_subscriptions 
  0.11      0.005     0.005     0.000     0.000     7000   Rack::Request#initialize 
  0.11      0.008     0.005     0.000     0.003     6000   ActionDispatch::Response#[] 
  0.11      0.015     0.005     0.000     0.010     3000   Object#try 
  0.11      0.039     0.005     0.000     0.034     6000   ActiveRecord::ConnectionAdapters::ConnectionPool#connection 
  0.11      0.014     0.005     0.000     0.008     2000   Arel::Visitors::ToSql#visit_Arel_Attributes_Attribute 
  0.10      0.238     0.005     0.000     0.233     1000   ActionDispatch::Journey::Router#find_routes 
  0.10      0.010     0.005     0.000     0.005     6000   ActiveSupport::TaggedLogging::Formatter#current_tags 
  0.10      0.105     0.005     0.000     0.100     4000  *ActiveModel::Serializer#root_name 
  0.10      0.018     0.005     0.000     0.013     1000   ActiveRecord::QueryMethods#order! 
  0.10      0.013     0.005     0.000     0.008     1000   <Module::SecureRandom>#random_bytes 
  0.10      1.364     0.005     0.000     1.359     1000   ActionController::Rendering#process_action 
  0.10      3.738     0.005     0.000     3.733     1000   Rack::Runtime#call 
  0.10      0.017     0.005     0.000     0.012     6000   ActionDispatch::Journey::GTG::TransitionTable#move_string 
  0.10      0.005     0.005     0.000     0.000     3000   ActionDispatch::Http::URL#raw_host_with_port 
  0.10      0.005     0.005     0.000     0.000    21000   Kernel#hash 
  0.10      0.010     0.005     0.000     0.006     5000   Array#reject 
  0.10      0.132     0.005     0.000     0.127     1000   ActiveSupport::JSON::Encoding::Encoder#check_for_circular_references 
  0.10      0.014     0.005     0.000     0.009     4000   ActiveSupport::HashWithIndifferentAccess#default 
  0.10      0.008     0.005     0.000     0.003     4000   ActiveRecord::Inheritance::ClassMethods#base_class 
  0.10      0.009     0.005     0.000     0.005    14000  *ActiveSupport::OrderedOptions#_get 
  0.10      0.015     0.005     0.000     0.010     6000  *ActiveRecord::Scoping::Default::ClassMethods#build_default_scope 
  0.10      0.005     0.005     0.000     0.000     6000   String#force_encoding 
  0.10      4.803     0.005     0.000     4.798     1000   JsonTestTest#test_active_model_serializers_sample3 
  0.10      0.026     0.005     0.000     0.021     2000   ActionDispatch::Http::MimeNegotiation#formats 
  0.10      0.028     0.005     0.000     0.024     1000   <Module::SecureRandom>#uuid 
  0.10      0.008     0.005     0.000     0.003     5000   ActiveSupport::HashWithIndifferentAccess#convert_key 
  0.10      0.040     0.005     0.000     0.035     6000   Kernel#!~ 
  0.09      0.007     0.005     0.000     0.002     6000   URI::Generic#set_scheme 
  0.09      0.093     0.005     0.000     0.089     9000  *Arel::Visitors::Visitor#visit 
  0.09      0.376     0.005     0.000     0.371     1000   ActiveRecord::ConnectionAdapters::QueryCache#cache_sql 
  0.09      0.005     0.005     0.000     0.000     8000   <Class::URI::Generic>#default_port 
  0.09      0.006     0.005     0.000     0.001     1000   <Class::ActionDispatch::Cookies::CookieJar>#options_for_env 
  0.09      0.005     0.005     0.000     0.001     3000   Arel::Nodes::Unary#initialize 
  0.09      0.005     0.005     0.000     0.000     2000   Array#flatten! 
  0.09      0.119     0.005     0.000     0.115     3000   ActiveSupport::LogSubscriber#start 
  0.09      3.862     0.005     0.000     3.857     1000   Rails::Application#call 
  0.09      0.004     0.004     0.000     0.000     2000   Regexp#match 
  0.09      0.004     0.004     0.000     0.000     4000   String#to_i 
  0.09      0.008     0.004     0.000     0.003     3000   Kernel#Array 
  0.09      0.004     0.004     0.000     0.000     9000   Kernel#nil? 
  0.09      0.082     0.004     0.000     0.077     2000   Rack::Utils::HeaderHash#initialize 
  0.09      0.034     0.004     0.000     0.030     4000   Time#minus_with_duration 
  0.09      0.004     0.004     0.000     0.000     4000   ActionDispatch::Request#check_method 
  0.09      0.006     0.004     0.000     0.001     5000   Rack::Request#query_string 
  0.09      2.086     0.004     0.000     2.081     2000   <Module::ActiveSupport::Notifications>#instrument 
  0.09      0.004     0.004     0.000     0.000    11000   Array#concat 
  0.09      0.009     0.004     0.000     0.005     1000   ActiveSupport::MessageEncryptor#initialize 
  0.09      0.004     0.004     0.000     0.000    13000   NilClass#nil? 
  0.09      0.004     0.004     0.000     0.000     4000   Rational#/ 
  0.09      0.273     0.004     0.000     0.268     4000   ActiveSupport::Notifications::Fanout::Subscribers::Evented#finish 
  0.09      0.004     0.004     0.000     0.000     7000   SQLite3::Statement#column_name 
  0.09      0.048     0.004     0.000     0.043     1000   ActiveRecord::QueryMethods#build_order 
  0.09      0.093     0.004     0.000     0.089     1000   <Class::ActionDispatch::Cookies::CookieJar>#build 
  0.09      0.006     0.004     0.000     0.002     1000   Enumerable#sort_by 
  0.09      0.047     0.004     0.000     0.043     1000   Rack::ETag#digest_body 
  0.09      0.071     0.004     0.000     0.066     1000   AbstractController::Layouts#_normalize_options 
  0.09      3.383     0.004     0.000     3.378     1000   ActiveRecord::QueryCache#call 
  0.09      0.004     0.004     0.000     0.000     1000   SQLite3::Statement#close 
  0.09      0.040     0.004     0.000     0.036     2000   ActionDispatch::Http::Cache::Response#prepare_cache_control! 
  0.09      0.004     0.004     0.000     0.000     1000   String#sub! 
  0.09      0.004     0.004     0.000     0.000     2000   Regexp#to_s 
  0.09      3.820     0.004     0.000     3.815     1000   ActionDispatch::Static#call 
  0.08      0.166     0.004     0.000     0.162     4000   Hash#fetch 
  0.08      0.228     0.004     0.000     0.223     4000   ActiveSupport::Notifications::Fanout#start 
  0.08      0.009     0.004     0.000     0.005     1000   AbstractController::Rendering#_normalize_options 
  0.08      3.331     0.004     0.000     3.327     1000   ActionDispatch::Cookies#call 
  0.08      0.027     0.004     0.000     0.023     6000   ActiveRecord::ConnectionAdapters::ConnectionPool#current_connection_id 
  0.08      0.026     0.004     0.000     0.022     2000   Rack::Utils#parse_nested_query 
  0.08      0.044     0.004     0.000     0.040     1000   URI::Generic#merge0 
  0.08      0.004     0.004     0.000     0.000     4000   String#to_sym 
  0.08      0.009     0.004     0.000     0.005     1000   ActionDispatch::Cookies::CookieJar#[]= 
  0.08      0.027     0.004     0.000     0.023    14000  *ActiveRecord::ConnectionHandling#connection_id 
  0.08      3.210     0.004     0.000     3.206     1000   Rack::ConditionalGet#call 
  0.08      0.014     0.004     0.000     0.010     2000   ActionDispatch::Journey::Path::Pattern#match 
  0.08      0.036     0.004     0.000     0.032     1000   Kernel#loop 
  0.08      0.004     0.004     0.000     0.000    15000   BasicObject#initialize 
  0.08      0.005     0.004     0.000     0.001     5000   MonitorMixin#mon_check_owner 
  0.08      2.792     0.004     0.000     2.788     1000   ActionDispatch::Routing::RouteSet::Dispatcher#call 
  0.08      0.006     0.004     0.000     0.002     6000   URI::Generic#userinfo 
  0.08      0.005     0.004     0.000     0.001     2000   URI::Generic#normalize! 
  0.08      0.009     0.004     0.000     0.005     2000   Rack::Request#path 
  0.08      0.169     0.004     0.000     0.165     4000   ActionDispatch::Request::Session::Options#[] 
  0.08      0.262     0.004     0.000     0.258     3000   ActiveSupport::LogSubscriber#finish 
  0.08      0.026     0.004     0.000     0.022     2000   ActionDispatch::Http::Parameters#normalize_encode_params 
  0.08      0.013     0.004     0.000     0.009     1000   Rails::Application#build_original_fullpath 
  0.08      0.004     0.004     0.000     0.000     1000   <Class::ActionView::Base>#default_formats 
  0.08      0.013     0.004     0.000     0.009     2000   AbstractController::ViewPaths#_prefixes 
  0.08      0.004     0.004     0.000     0.000    10000   Array#last 
  0.08      0.177     0.004     0.000     0.173     4000   <Module::URI>#parse 
  0.08      0.027     0.004     0.000     0.023     1000   ActionDispatch::Cookies::EncryptedCookieJar#initialize 
  0.08      0.149     0.004     0.000     0.145     6000   ActiveRecord::ConnectionHandling#connection 
  0.08      3.234     0.004     0.000     3.230     1000   ActionDispatch::Flash#call 
  0.08      4.220     0.004     0.000     4.216     1000   Rack::Test::Session#process_request 
  0.08      0.008     0.004     0.000     0.005     1000   Arel::Nodes::SelectCore#initialize 
  0.08      0.033     0.004     0.000     0.029     1000   Turbolinks::XDomainBlocker#abort_xdomain_redirect 
  0.08      0.004     0.004     0.000     0.000     6000   URI::Generic#set_query 
  0.07      0.406     0.004     0.000     0.403     1000   Benchmark#realtime 
  0.07      0.004     0.004     0.000     0.000     5000   Hash#keys 
  0.07      0.034     0.004     0.000     0.030     2000   ActionDispatch::Request#parse_query 
  0.07      0.123     0.004     0.000     0.120     4000   ActiveSupport::Notifications::Fanout::Subscribers::Evented#start 
  0.07      0.034     0.004     0.000     0.030     1000   ActionDispatch::Journey::Router#get_routes_as_head 
  0.07      0.094     0.004     0.000     0.090     1000   Rails::Rack::Logger#started_request_message 
  0.07      0.007     0.004     0.000     0.004     2000   MonitorMixin#mon_initialize 
  0.07      0.005     0.004     0.000     0.001     2000   <Class::#<Class:0x000000030719f0>>#new 
  0.07      0.025     0.004     0.000     0.021    10000  *<Class::ActiveRecord::LogSubscriber>#runtime 
  0.07      0.206     0.004     0.000     0.202     9000   Mutex_m#mu_synchronize 
  0.07      0.066     0.004     0.000     0.062     3000   URI::HTTP#initialize 
  0.07      0.004     0.004     0.000     0.000     6000   URI::Generic#set_fragment 
  0.07      0.231     0.004     0.000     0.228     4000   ActiveSupport::Notifications::Instrumenter#start 
  0.07      0.004     0.004     0.000     0.000    12000   Kernel#freeze 
  0.07      0.018     0.004     0.000     0.015     3000   ActiveRecord::Relation#with_default_scope 
  0.07      0.004     0.004     0.000     0.000     5000   Mutex#lock 
  0.07      0.004     0.004     0.000     0.000     6000   <Module::URI>#scheme_list 
  0.07      0.009     0.003     0.000     0.006     2000  *<Class::ActionController::Metal>#action 
  0.07      0.009     0.003     0.000     0.006     1000   <Class::ActionDispatch::Journey::Router::Utils>#normalize_path 
  0.07      0.009     0.003     0.000     0.006     2000   ActiveRecord::Relation#eager_loading? 
  0.07      1.333     0.003     0.000     1.330     1000   ActiveModelSerializersController#sample3 
  0.07      0.012     0.003     0.000     0.008     4000  *ActiveSupport::CachingKeyGenerator#generate_key 
  0.07      0.016     0.003     0.000     0.012     1000   ActionDispatch::Http::Headers#env_name 
  0.07      0.003     0.003     0.000     0.000     1000   <Class::File>#join 
  0.07      0.020     0.003     0.000     0.017    10000  *<Class::ActiveRecord::LogSubscriber>#runtime= 
  0.07      0.009     0.003     0.000     0.005     1000   Rack::Test::Session#default_env 
  0.07      0.011     0.003     0.000     0.008     3000   ActiveSupport::Notifications::Fanout#subscribe 
  0.07      0.042     0.003     0.000     0.038     1000   ActionView::LookupContext#initialize 
  0.07      0.012     0.003     0.000     0.008     2000   MonitorMixin#initialize 
  0.07      0.022     0.003     0.000     0.019     1000   Rack::Request#GET 
  0.07      0.386     0.003     0.000     0.383     1000   ActionController::Rendering#render 
  0.07      0.003     0.003     0.000     0.000     3000   String#tr 
  0.07      0.290     0.003     0.000     0.287     4000   ActiveSupport::Notifications::Fanout#finish 
  0.07      2.410     0.003     0.000     2.407     1000   AbstractController::Base#process 
  0.07      0.293     0.003     0.000     0.290     4000   ActiveSupport::Notifications::Instrumenter#finish 
  0.07      0.037     0.003     0.000     0.034     1000   URI::Generic#== 
  0.07      0.003     0.003     0.000     0.000     4000   Module#to_s 
  0.07      3.660     0.003     0.000     3.657     1000   Rails::Rack::Logger#call 
  0.07      4.893     0.003     0.000     4.890     2000  *ActiveSupport::Testing::Performance#run_test 
  0.07      0.003     0.003     0.000     0.000     4000   Rack::BodyProxy#initialize 
  0.07      0.013     0.003     0.000     0.009     2000  *Rack::Response#write 
  0.07      0.003     0.003     0.000     0.000     3000   String#strip 
  0.07      3.643     0.003     0.000     3.639     1000   ActiveSupport::TaggedLogging::Formatter#tagged 
  0.07      0.003     0.003     0.000     0.000     3000   Rack::Utils::KeySpaceConstrainedParams#initialize 
  0.07      0.017     0.003     0.000     0.014     1000   <Class::ActionDispatch::Http::ParameterFilter::CompiledFilter>#compile 
  0.07      0.003     0.003     0.000     0.000     3000   Hash#values_at 
  0.06      0.003     0.003     0.000     0.000     6000   URI::Generic#set_path 
  0.06      0.018     0.003     0.000     0.015     1000   Rack::Session::Abstract::ID#commit_session 
  0.06      0.030     0.003     0.000     0.027     2000   ActionDispatch::Http::Upload#normalize_encode_params 
  0.06      0.060     0.003     0.000     0.057     3000  *AbstractController::ViewPaths#lookup_context 
  0.06      0.003     0.003     0.000     0.000     7000   SQLite3::Statement#column_decltype 
  0.06      0.003     0.003     0.000     0.000     1000   ActionDispatch::Journey::Route#initialize 
  0.06      0.009     0.003     0.000     0.006     2000   URI::Parser#unescape 
  0.06      0.008     0.003     0.000     0.005     3000   Rack::Utils::KeySpaceConstrainedParams#to_params_hash 
  0.06      0.003     0.003     0.000     0.000     2000   Array#& 
  0.06      0.009     0.003     0.000     0.006     2000   ActionDispatch::Http::Cache::Response#cache_control_segments 
  0.06      0.003     0.003     0.000     0.000     6000   URI::Generic#set_host 
  0.06      0.024     0.003     0.000     0.021     1000   ActionDispatch::Response#rack_response 
  0.06      0.009     0.003     0.000     0.006     4000   ActiveSupport::Callbacks::ClassMethods#__callback_runner_name 
  0.06      0.005     0.003     0.000     0.001     3000   Arel::Visitors::ToSql#quote_table_name 
  0.06      0.008     0.003     0.000     0.005     2000   ActiveRecord::Relation#initialize_copy 
  0.06      0.003     0.003     0.000     0.000     2000   String#tr! 
  0.06      0.003     0.003     0.000     0.000     3000   <Class::Hash>#[] 
  0.06      0.011     0.003     0.000     0.008     3000   ActiveSupport::TaggedLogging::Formatter#tags_text 
  0.06      0.097     0.003     0.000     0.094     2000   ActionDispatch::Request#cookie_jar 
  0.06      0.006     0.003     0.000     0.003     4000   #<Module:0x000000030473f8>#config 
  0.06      3.391     0.003     0.000     3.388     1000   ActionDispatch::Callbacks#_run__4274170026183072122__call__callbacks 
  0.06      0.004     0.003     0.000     0.001     3000   Rack::Request#script_name 
  0.06      0.022     0.003     0.000     0.019     1000   Arel::SelectManager#initialize 
  0.06      0.004     0.003     0.000     0.001     2000   StringIO#initialize 
  0.06      0.036     0.003     0.000     0.033     1000   ActiveRecord::LogSubscriber#sql 
